barcode,product_name,brands,categories,ingredients_text
8901262020091,Cheese Cube,Amul,en:cheeses,
8901262020169,Gouda Cheese,Amul,,
8901262020206,nan,Amul,,
8901262020244,Amul Cheese,Amul,"Cheese block, en:cheeses",
8901262020268,Cheese amul 1 kg,,,
8901262020305,Amul Cheese,Amul,Cheese cubes,
8901262020381,Amul cheese,Amul,cheese,
8901262020404,Amul cheese,Amul,,
8901262020435,Pizza Cheese,Amul,,
8901262020534,Cheddar Cheese,Amul,,
8901262020558,Diced Cheese,Amul,en:cheeses,
8901262020671,Cheese Sauce Green Chutney,Amul,,
8901262030021,Amul Ghee,,,
8901262030144,Amul Pure Ghee,Amul,,
8901262030175,Amul pur ghee 5 ltr,,,
8901262030182,Sagar Pure Ghee,SAGAR,ghee,
8901262030243,Amul gee,Amul,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Dairy spreads, Milkfat, Butters",
8901262030250,amul pure ghee,,,
8901262030267,Amul pur ghee 500ml,,,
8901262030458,Ghee,Amul,"Fats, Animal fats, Butter fat, Clarified butter, Ghee, en:butters",
8901262030519,Amul Cow Ghee,Amul,"Fats,Animal fats,Butter fat,Clarified butter,Ghee",
8901262030533,Amul pure ghee 200ml,,,
8901262030540,Amul pure ghee 500ml,,,
8901262030564,Cow Ghee,Amul,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters",
8901262030601,Amul cow ghee,Amul,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters",
8901262030618,Amul cow ghee,Amul,ghee,
8901262030670,nan,Amul,,
8901262030700,Amul pure ghee 1 ltr,Amul,"Fats, Animal fats, Butter fat, Clarified butter, Ghee, en:butters",
8901262030878,Amul cow ghee 1ltr,Amul,,
8901262030892,Amul buffalo ghee,Amul,ghee,
8901262030908,Amul Cow Ghee,Amul,ghee,
8901262031059,Amul ghee,Amul,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,Butter fat,Clarified butter,Ghee",
8901262040020,Amul shrikhand,Amul,,
8901262040037,Amul Shrikand,,,
8901262040044,Amul shrikhand badam pista,Amul,Dairy desserts,
8901262040051,Shrikhand Elaichi,Amul,Dairy desserts,
8901262040211,Amul Amrakhand,Amul,Fruits desserts,
8901262040518,Food,Ferreo,Resturant,
8901262040525,nan,,,
8901262050074,Gulab Jamun,Amul,,
8901262050173,Khoa,Amul,"desserts,Dairy desserts",
8901262060004,Cheese spread,Amul,,
8901262060028,Spicy Garlic Cheese Spread,Amul,Cheese spreads,
8901262060035,nan,,,
8901262060066,Creami Cheese Spread,Amul,,
8901262060073,amul cheese,,,
8901262060080,nan,Amul,Cheese spreads,
8901262060097,Amul cheese spread,Amul,,
8901262060127,cream cheese,amul,,
8901262070379,Bindaaz,,,
8901262070843,Tropical Orange,Amul,,
8901262070928,Choco Cracker,Amul,Chocolate bars,
8901262071161,Tanzania chocolat noir,Amul,,
8901262071246,nan,,Chocolate syrup,
8901262071307,Amul milk chocolate,,,
8901262071314,nan,,,
8901262071536,55% Dark Chocolate,Amul,,
8901262071543,nan,,,
8901262071680,Hazelnut Chocolate,Amul,Amount per 100g,
8901262071734,Amul-Raisin n',,,
8901262071772,nan,,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates,Milk chocolate bar,Dark chocolate bar",
8901262071819,Dark compound DCO-18,,"Snacks,Sweet snacks,Biscuits and cakes,Cocoa and its products,Cakes,Chocolates,Chocolate cakes,Chockl,Chocolate",
8901262072465,Dark Hazelnut Chocolate,Amul,,
8901262072502,Truffles,Amul,,
8901262072670,55 % dark chocolate,Amul,en:dark-chocolates,
8901262080088,nan,,,
8901262080101,Amulspray Infant Milk Food,Amul,,
8901262080279,Amulspray,Amul,,
8901262090339,nan,,,
8901262090414,amulya dairy whitener,amul,milk powder,
8901262090421,Amulya Dairy Whitener,Amul,en:coffees,
8901262090445,Amul T special whiten 1kg pp,Amul,Dairy,
8901262110167,nan,,Skimmed milk powder,
8901262110235,Whey Protein,Amul,,
8901262110259,Whey protein,Amul,,
8901262110266,Whey Protein,Amul,en:protein-powders,
8901262120005,mithai mate,Amul,Whole condensed milk with sugar,
8901262120029,Mithai Mate,Amul,,
8901262120081,Sweetened condensed Milk Gold,Amul,,
8901262130301,Amul Pro Whey Protein Malt Beverage,Amul,beverage preparations,
8901262140034,Delicious Fat Spread,Amul,spreads,
8901262140041,nan,,,
8901262140133,Capsicum,,Green sweet peppers,
8901262140140,nan,,,
8901262150071,Gold extra Cream Milk,Amul,,
8901262150095,Amul Gold Milk 200ml,Amul,Milks,
8901262150125,Amul whipping cream,Amul,Whipped creams,
8901262150200,Amul Gold 500ml,,,
8901262151306,Kool cafe,Amul,en:coffees,
8901262151313,nan,,,
8901262151337,nan,,en:dairy-drinks,
8901262151344,Badam Shakers,Amul,"Beverages and beverages preparations, Beverages, en:milks",
8901262151375,Cool Kesar,Amul,,
8901262151382,Kool,,,
8901262151412,nan,,,
8901262151429,Amul kool Cofe,Amul,Drink,
8901262151658,Lassi Mango,Amul,,
8901262151832,nan,,,
8901262152167,Amul masti spiced butter milk,Amul,,
8901262152181,Dark Chocolate Milk,Amul,,
8901262152235,Amul Kool Rose,Amul,,
8901262152242,Amul Kool Badam Flv 180ml,amul,Beverages,
8901262152273,Amul tru,Amul,,
8901262152334,Amul Kool Royal Elaichi Flavour,"Amul,Kool",Dairy drinks,
8901262152983,Cow Milk,Amul,,
8901262153263,Amul tru mango 150ml,,,
8901262153270,Amul tru orange juice 150ml tpk,Amul,,
8901262153287,Amul tru lychee 180ml tpk,,,
8901262153294,Apple,"Amul, tru",,
8901262153300,Try Nutrition,Amul,,
8901262153355,Amul Kool,Amul,,
8901262153423,High Protein Milk,Amul,,
8901262153577,Amul Taaza Milk,Amul,,
8901262153621,Amul kool protein milkshake,,,
8901262153737,Double Toned Milk 1.5% Fat,Amul,,
8901262170376,Chocolate Brownie Ice Cream,Amul,,
8901262171090,nan,,,
8901262171557,Chocolate family pack,Amul,,
8901262172400,Two In One. Strawberry And Vanilla,Amul,,
8901262172493,Amul Chocochips Icecream,Amul,"Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces",
8901262173216,AMUL VANILLA ROYALE,AMUL,ice creams,
8901262173421,Moroccon Dry Fruit,Amul,,
8901262173506,Amul Ice Cream,Amul,Ice Cream,
8901262173537,Probiotic Frozen Yogurt Wild Berry,Amul,,
8901262173599,Amul Rajbhog,Amul,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, en:ice-cream-tubs",
8901262173605,Icecream American Nuts,Amul,en:ice-creams,
8901262174107,nan,,en:ice-creams,
8901262174114,King Alphonso Gold Ice Cream,Amul,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream in a box",
8901262174138,Gold Cookies N Cream,Amul,,
8901262174145,Caramel Chocolate Gold Ice Cream Bucket,Amul,,
8901262174213,nan,,,
8901262174268,nan,,,
8901262174565,Punjabi Samosa,Amul,,
8901262174619,American Nuts,Amul,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams",
8901262175074,Amul nutty ice ceam,Amul,"Desserts, Surgelés, Desserts glacés",
8901262175531,Amul Real Milk Ice Cream Mini Cup,Amul,,
8901262175845,Icecream,Amul,en:ice-creams,
8901262175869,Amul Shalimar,Amul,Icecream,
8901262175890,Amul Kesar Pista Royale,,,
8901262176132,Amul Duetz Raspberry,Amul,,
8901262176521,Amul kulfi,Amul kulfi,Frozen food,
8901262176569,Ice Lickz Orange Flavour,Amul,,
8901262176705,nan,,,
8901262176767,Bombay Kulfi Dry Fruits,Amul,Kulfi Ice Creams,
8901262177122,Tricone Butterscotch,Amul,Icecream,
8901262177191,Cassatta Ice Cream,Amul,,
8901262177580,nan,,,
8901262178648,nan,,,
8901262178662,Tricone Dark Chocolate,Amul,,
8901262178693,Milk Cake,Amul,,
8901262178853,Aloo Tikki,Amul,,
8901262180023,Paneer indian cottage cheese,Amul malai,,
8901262180030,Paneer,Amul,,
8901262180108,nan,,,
8901262180429,High Protein Paneer,Amul,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cottage cheeses,Paneer",
8901262200035,Masti Dahi,Amul,en:yogurts,
8901262200172,Amul Lassi 1ltr,Amul,,
8901262200233,Amul Masti Spiced Buttermilk,Amul,,
8901262200271,Amul dahi,Amul,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Curd",
8901262200646,Probiotic Buttermilk,Amul,,
8901262200868,Amul Misthi doi,Amul,,
8901262201018,nan,,,
8901262201025,nan,,Buttermilks,
8901262201100,Probiotic Buttermilk,Amul,,
8901262201162,Misti doi,amul,"Misti doi, en:yogurts",
8901262201216,nan,,,
8901262201780,Masala butter milk,Amul,,
8901262201889,Stirred Fruit Yogurt (Blueberry),Amul,,
8901262201902,Amul Stirred Fruit Yoghurt Pineapple,Amul,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Fruit yogurts with fruit chunks",
8901262201933,Masti Curd,Unknown Brand,,
8901262202008,nan,,,
8901262202015,Amul Masala Buttermilk,Amul,"Dairies,Fermented foods,Fermented milk products,Buttermilks",
8901262202077,Mango Yogurt,Amul,,
8901262202220,Dahi Yogurt,Amul,Curd,
8901262202268,Whole Milk Yogurt,Amul,,
8901262202411,nan,,,
8901262202442,Probiotic Curd,Amul,,
8901262202473,Toned Milk Dahi,Amul,,
8901262202480,nan,,,
8901262202602,"Buffalo Milk, Curd Yogurt",Dahi,,
8901262202619,Amul Low Fat Yogurt,,,
8901262202794,Probiotic Buttermilk,Amul,,
8901262203562,Borlotti Indiani,Harman,,
8901262220125,Sandwich Bread Made With Butter,Amul,,
8901262220132,nan,,,
8901262220347,Butter Cookies,Amul,Cookies,
8901262220385,Kaju Katri,Amul,,
8901262220392,Amul,,,
8901262220798,Coconut Cookies,Amul,,
8901262221047,nan,,,
8901262221177,Amul pizza garlic,,,
8901262221245,Elaichi rusk,Amul,,
8901262221368,Amul BUTTER CASHEW,amul,,
8901262221375,Amul BUTTER AND WHOLE WHEAT ATTA,Amul,,
8901262222969,nan,,,
8901262223362,nan,,"Whole-wheat-crisps,Whole wheat flat bread",
8901262223416,Rasmalai,Amul,,
8901262223539,Chocolate Cookies,Amul,,
8901262223850,Amul Roti,Amul,,
8901262224130,amul kool,,,
8901262260138,Taaza Milk,Amul,,
8901262260664,Slim n trim milk,Amul,,
8901262260787,Amul Taaza Milky Milk,,,
8901262260954,Buffalo Milk,Amul,"Dairies,Milk",
8901262261234,nan,,"Beverages and beverages preparations, Beverages, Dairies, Dairy drinks, en:milks",
8901262261432,nan,,,
8901262274784,nan,,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Butter fat, Clarified butter, Ghee",
8901262275408,Vasundhara ghee,,en:butters,
8901262275804,nan,,"Food,Honey",
8901262280341,Mysore Pak,Amul,,
8901262300155,Aamras Kulfi,Amul,Ice cream bars,
8901262300278,nan,,Ice cream bars coated with chocolate,
8901262300506,nan,,en:ice-creams,
8901262300513,Fruit & Nut Fantasy Gold,Amul,,
8901262300537,Amul cream mango icecream,Kwality Walls,,
8901262300544,Epic Almond Gold With Belgian Chocolate,Amul,,
8901262300841,English Apple,Amul Ice Cream Lounge,,
8901262301244,nan,,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice-cream",
8901262301411,Amul Berry Dazzle Ice Cream,Amul,Ice Cream,
8901262301428,Tiramisu Ice Cream,Amul Gild,,
8901262301466,Chocolate Brownie Sandwich Gold Icecream,Amul,,
8901262301671,nan,,,
8901277008404,Park avenue,,,
8901277012647,Cool blue,park avanue,,
8901277017093,Park avenue,,,
8901277018939,PARK AVENUE cool blue,,,
8901277019226,PARK AVENUE signature collection (ZEST),,,
8901278001169,Brontuss syrup,,,
8901287100419,Soap,,,
8901287101010,Mysore Sandal GOLD,,,
8901288030807,vicco Turmeric,,,
8901288230306,vicco turmeric cream,,,
8901288310404,vicco vajradanti,,,
8901296000939,nan,,,
8901296024690,VOLINI SPRAY,,,
8901296026267,nan,,,
8901296042175,Sunflower oil,,,
8901296049136,Revital H,Revital,dietary supplements,
8901296052075,nan,Unknown Brand,"Non food products, Open Products Facts",
8901296053492,FBC Vitamins,,,
8901296054857,ivermectol,,,
8901296055526,2x14 Tablets OXRA &quot;Dapagliflozin Tablets &quot;Dapagliflozin Tablets,SUN,,
8901296055533,&quot;Dapagliflozin Tablets OXRA 2x14 Tablets,SUN,,
8901296056448,Prohance Activ Vanillla Flavour,Prohance,Beverage preparations,
8901296063798,Volini Activ,,,
8901296106501,nan,,,
8901296107140,Revital,,,
8901296110669,Zole-F SKIN OINTMENT,ZOLE F,,
8901296111215,Enhancin 1000g,,,
8901296111505,BRUSTAN 10 Tablets/ Comprimés,,,
89012994,Red Velvet Cup Cakes,Kirkland,,
8901302051115,Amlong 5,,,
8901302053195,Fexofast 180,,,
8901302053904,Amlong 10,,,
8901302054246,Cefex 500 cap,,,
8901302059234,Nebilong,,,
8901302063897,nan,Unknown Brand,"Non food products, Open Products Facts",
8901302097144,Coxib 200,,,
8901302097151,Angizaar _H,,,
8901302097304,Plagerine,,,
8901302097373,nan,,,
8901302097540,Avas 40,Unknown Brand,,
8901302097571,اوترفيسين,عراق,"en:Plant-based foods and beverages, en:Plant-based foods, en:Condiments, en:Spices, مضاف غذائي, en:Flavors, en:Vanilla, fr:Arômes pâtisserie, مستخلص فانيليا عي, en:groceries",
8901302097618,Divon sr,,,
8901302098325,Avas 10,,,
8901302098868,Dolozox,,,
8901302100608,Hipril A,,,
8901302106563,Modigram LX,Micro Labs,,
8901302111970,Etorica 90,,,
8901302124307,Bactoclav 1000,,,
8901302189887,nan,,,
8901302193334,Dolo 250,,,
8901302202425,Dapzin 10,,,
8901302203484,Pantofage 20,,,
8901304233717,Ginger Beer non-alcoholic,,,
8901304269457,hygenic,rich and roy,,
8901304269662,rock salt powder,classic choice,Food,
8901304269907,Rose milk,,,
8901304270347,Ponni Rice,Madhury,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Riz",
8901304271153,HARIMA Soya Sauce,HARIMA,Soy sauces,
8901304282036,Sitophaladi Powder,,,
8901304292745,kakaji chips bakery,,,
8901304292837,Kakaji Namkeen,,,
8901304292936,nan,,,
8901314000958,nan,,,
8901314009067,Colgate ACTIVE SALT,,en:open-beauty-facts,
8901314013194,Colgate toothpowder,,,
8901314013392,Colgate powder,,,
8901314032058,nan,,,
8901314078216,Colgate visible white,Colgate,en:open-beauty-facts,
8901314502186,Palmolive,,,
8901314543653,Colgate maxfresh,Colgate,Open Beauty Facts,
8901314571816,Colgate total12,Charcoal,en:open-beauty-facts,
8901314579416,brash,,,
8901314592576,nan,,,
8901314595652,nan,,,
8901314599476,diabetic 70g,,,
8901314625540,Colget VWhite,,,
8901314625564,nan,,,
8901314676757,nan,,,
8901314717429,Papadopoulos caprice,Papadopoulos,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Wafers, Stuffed wafers, en:confectioneries",
8901319505595,nan,,,
8901324003369,Honey,Unknown Brand,,
8901324009200,nan,,,
8901324013924,nan,Unknown Brand,,
8901331003109,6360933136,,,
8901334038993,Suhana masala,Suhana,,
8901343810283,Starboy Play Perfume e100ml,,,
8901357000014,Hi-Tea Tea bags,,,
8901357000021,Hi -Tea 50 bags pack,,,
8901357000038,Hi-Tea 100 bags pack,,,
8901357000052,Hi-Tea Loose Tea,,,
8901357000069,tea,h,,
8901357000083,Hi Tea,,,
8901357000489,Hi Tea 450g,,,
8901360237018,perfume spray,Jass,,
8901361403948,"Scotch-,Brite Scrub","Scotch-,Brite",,
8901365405986,Prestige Efficia,Prestige,,
8901365601135,prestige metallic  safety plug,prestige,,
8901365740803,Prestige LPG hose,Prestige,,
8901365995920,prestige electronic gas lighter,prestige,,
8901370000039,Chandrika Soap,,,
8901371090015,nan,,,
8901371090022,حنة شعر,رويال,,
8901371090046,Royal,,,
8901389001898,Cacao Reserve Belgium Melt,Sos Save Our Souls,,
8901389050209,PASSPASSS  PULSE,Ds group,,
8901389050216,Pulse,,,
8901389200031,Rajnigandha,,,
8901390000088,Pataka Jar,,,
8901390516220,Pataka Tea,,,
8901390534217,Pataka Tea,,,
8901393005493,Happydent Complete,Perfetti,,
8901393012156,Just jelly-strawberry flavour,Alpenliebe,,
8901393012828,Alpenliebe Juzt Jelly,"Alpenliebe,Perfetti van melle,Perfetti","Snacks, Sweet snacks, Confectioneries, Candies",
8901393012903,Juzt Jelly,,,
8901393013504,nan,,Candies,
8901393015829,Alpenliebe gold (156g),,,
8901393015836,Alpenliebe gold cream strawberry flavor candy 152g,,,
8901393015850,Alpenlibe Gold,,,
8901393016147,Centre Fruit,Centre Fruit,,
8901393016185,Mentor pure fresh mint sfree,,,
8901393016369,Chupa chups lollipop,,,
8901393016376,Chupa Chups Gum Filled Lollipop,Chupa Chups,Confectioneries,
8901393016475,nan,,,
8901393016628,Chupa Chups Strawberry flavour,Chupa Chups,,
8901393016635,Sour belt,Chupa chups,en:candies,
8901393016680,Chupa Chups Bites,Chupa Chups,"Snacks, Snacks sucrés, Confiseries, Bonbons",
8901393016871,nan,,,
8901393017045,Chupa chups sour belt,Milka,,
8901393017106,Chupa chups butes,Chupa Chups,,
8901393017205,Alpenliebe,PERFETTI,,
8901393017212,SOUR BELT,CHUPA CHUPS,en:candies,
8901393017298,Chupa chups bites manis asem,,,
8901393017311,chupa chups,chupa chups,,
8901393017373,Alpenliebe POp,,"Snacks, Sweet snacks, Confectioneries, Candies",
8901393017762,nan,,Chandy,
8901393017816,chuppa chub bites,Chupa Chups,,
8901393017908,mentos,fssai,,
8901393017915,Mentos,,,
8901393017939,nan,,toffee,
8901393017960,nan,Unknown Brand,,
8901393017984,nan,,Chocolate,
8901393018073,Juzt Jelly,,,
8901393018523,Just jelly fruit and bears,,,
8901393018530,aloenliebe just zelly,Just Jelly,,
8901393018547,Juzt jelly,,,
8901393018691,nan,,,
8901393018769,Candy,Alpen Leba,,
8901393018806,Alpenliebe Cream Strawberry,Alpenliebe,Strawberry Candies,
8901393018868,Center Fresh xtra fresh,,,
8901393019018,nan,,,
8901393019063,Center Fresh 3 layered gum,Unknown Brand,,
8901393019322,nan,,,
8901393019360,Alpenliebe,,,
8901393019483,Chupa Chups,PERFEITI vanMelle,en:candies,
8901393019506,Gummy Tubes,Chupa Chups,,
8901393019681,nan,,en:confectioneries,
8901393019766,Chupa Chups,Wires,Con,
8901393019926,Chewy Dragees,Mentos,,
8901393019964,Centerfresh Soft Chews,,"Snacks, Snacks sucrés, Confiseries, Bonbons",
8901393020373,Happydent White,Perfiti van melle India pvt. ltd,"Snacks,Sweet snacks,Confectioneries,Chewing gum,Gum,Mint",
8901393020564,Tubes,,,
8901393020946,Alpenliebe (13),,,
8901393024043,Chupa chups mango + orange flavour,Chupa Chups,"Snacks, Snacks sucrés, Confiseries, Bonbons",
8901393024197,Happy dent white,,,
8901393024227,Juzt jelly,,,
8901393024234,Juzt Jelly Strawberry,Alpenliebe,,
8901393024302,King legend,,,
8901393024401,Alpenliebe Creamfills Butter Toffee,"Alpenliebe,Perfetti van melle,Perfetti","Snacks, Sweet snacks, Confectioneries, Candies",
8901393024432,Juzt Jelly,,"Snacks, Snacks sucrés, Confiseries, Bonbons",
8901393024494,Alpenlibe gold(system) 351g,,,
8901393024531,Экструдированный мармелад &quot;Чупа чупс&quot; &quot;Страйпс&quot; с фруктовым вкусом,ООО &quot;Перфетти ван мелле&quot;,,
8901393024623,mentos rainbow,,en:confectioneries,
8901393024630,mentos,,,
8901393024661,chupa chups,,,
8901393024760,Alpenlibe eclairs plus(5),,,
8901393024814,Center Fresh Mints,Center Fresh,"Plant-based foods and beverages, Plant-based foods, Condiments, Culinary plants, Aromatic plants, Herbs, Mint, en:confectioneries",
8901393024890,nan,,Chewing gum,
8901393024944,Alpenliebe FAMILY PACK,Alpenliebe,,
8901393024975,Mentos,Men,,
8901393025040,nan,,,
8901393025118,nan,,,
8901393025569,nan,,,
8901393025705,Sour Tubes,Chupa Chupa,Candies,
8901393025743,chupa chups play tennis,,,
8901393025798,CHEWY Chupa STRAWBERRY FLAVOUR SOFTand CHEWY,,,
8901393025804,chupa chups Tubes,,en:candies,
8901393026139,nan,,,
8901393026146,Rockats,Chupa Chups,,
8901393026481,Chupa chups crawlers,Crawlers,,
8901393026672,Center Fresh,,Confectioneries,
8901393026726,nan,,,
8901393026962,nan,,"Center-fresh,Mint",
8901393027099,Chupachups sour belt cola,,,
8901393027242,nan,,,
8901393027563,nan,,,
8901393027662,Chupa Chup Tube box,,,
8901393027761,Play Tennis,Chupa Chups,,
8901393028270,Mentos Clean Breath,mentos,,
8901393029574,Chupa chupa tennis,,,
8901394028019,Pani Puri,,,
8901394200583,RAGHUVANSHI MUMBAI MAGIC BANANA CHIPS,,,
8901396040309,VANISH,RECKITT,,
8901396040408,VANISH oxi action,,,
8901396044505,nan,,,
8901396062400,Cherry BLOSSOM,,,
8901396062417,Nonfiod,Cherry,,
8901396116004,Lizol floral 2l + 500ml,,,
8901396116158,Lizol allin1 2L 500ml,,,
8901396126027,Lizol Citrus,Lizol,,
8901396139003,LIZOL 975ML,RECKITT,,
8901396146001,Lizol All in 1,Reckitt,,
8901396153306,Harpic lemon fresh,Harpic,"Non-food-products, Open-products-facts",
8901396173502,harpic,,,
8901396313106,8901396313106,dettol,Non food products,
8901396315100,nan,,,
8901396323303,ديتول,,,
8901396323501,Dettol sensitive,Dettol,Non food products,
8901396324508,Dettol Original,DETTOL,Non food products,
8901396332114,Dettol shaving cream,Dettol,Non food products,
8901396350101,Dettol,"RECKITT, Dettol",Non food products,
8901396368007,Hair Removal Cream,Veet,,
8901396387237,VEETNORMAL SKIN HAIR REMOVAL CREAM CUCUMBER EXTRACT BODY' & LEGS OUR FRESHEST SMELL* LONG LASTING SMO0THNESS PURE&quot;,RECKITT,,
8901396388135,Dettol Multi Use,Dettol,Non food products,
8901396388487,Durex extra thin intense chocolate,Durex,Condoms,
8901396389163,nan,Unknown Brand,,
8901396389460,moov 20g,,,
8901396389569,Dettol Multi Surface Disinfectant Spray,Dettol,Non food products,
8901396389705,Moov Spray,moov,,
8901396389712,dettol lime soap 75 gm,dettol,Non food products,
8901396389859,Dettol,Dettol,Non food products,
8901396393610,DETTOL ORIGINAL SOAP,RECKITT,,
8901396460206,Cleaner Colin 1L Pouch + 250 ml,colin,,
8901396465003,Colin 250ml,,,
8901396513704,mortein 2in1 insect killer,Mortein,,
8901396601319,Disinfectant Liquid Dettol 250ml,Dettol,Non food products,
8901396602071,Dettol,,,
8901396602316,Detol Icy cool,,,
8901396602323,Dettol,Dettol,Open Products Facts,
8901396602644,dot,,,
8901396611400,Strepsils Ginger & Lemon,Strepsils,"non food products,open product facts",
8901396625100,Strpsils,,,
8901399000065,Softouch pink2L,,,
8901399001666,Santoor skin softening,Sandal& almond milk,,
8901399001819,Max Kleen,,,
8901399001826,Max kleen 1.25L,Unknown Brand,"Non-food-products, Open-products-facts",
8901399004063,nan,,,
8901399004124,Glucovita,,,
8901399005992,Santoor 3nx 150g,,,
8901399006715,Santoor 4*75g,Santoor,,
8901399009037,Chandrika ayurvedic soap,,,
8901399011016,SANTOOR Skin Softening Sandal & Almond Milk,,,
8901399017650,butter murukku,"Granamma,Wipro",snacks,
8901399017902,Santoor 3×125g bar,Unknown Brand,,
8901399078569,wipro safe wash 1L + 300ml,,,
8901399079702,nan,,,
8901399079801,safe wash FL 550ml,,,
8901399085338,nan,,,
8901399088124,Glucovita Bolts,Glucovita,,
8901399088162,nan,,,
8901399088537,nan,,,
8901399102011,santoor royal sandal,,,
8901399102028,SANTOOR GOLD,,,
8901399115011,santoor almond soft,,,
8901399190223,Giffy,Unknown Brand,Open Products Facts,
8901399191725,Gifty 2liter,,,
8901399241123,santoor,,,
8901399241161,SANTOOR GENTLE HAND WASH CLASSIC,Unknown Brand,Open Products Facts,
8901399333200,Softouch fabric conditioner,Wipro,,
8901399336010,soft touch 860ml,,,
8901399336812,Softouch 2.O,Wipro,,
8901399393006,Deep cleansing,,,
8901399435249,Max kleen 1.25l,,,
8901399435744,Max Kleen 1.25 L,,,
8901399603006,chandrika gel bar shoap,,,
8901399900013,wipro garnet bulb,,,
8901399904240,nan,,,
8901401000281,Threptin,,,
8901401000410,nan,,,
8901401000533,Threptin Diskettes,Threptin,Nutrition,
8901414000018,Bikano cornflakes mixture 200g(44),,en:corn-flakes,
8901414000063,Bikano Aloo bhujia 1kg,,,
8901414000070,Bikano bikaneri bhujia 1kg (30),Unknown Brand,,
8901414000087,Moong Dal,BIKANO,,
8901414000094,BIKANO BADAM LACHHA,,,
8901414000100,Bikaneri Lachha,Bikano,snacks,
8901414000124,Bikaneri Bhujia,,,
8901414000162,bikano bikaneri bhujia,,,
8901414000186,Bikano,Bikano,,
8901414000216,Boondi,,,
8901414000230,Kashmiri Mixture,,Snacks,
8901414000261,Khatta meetha,,,
8901414000292,Khatta meetha,Bikano,,
8901414000346,Natkhat Nimbu Lemon Hit Namkeen,,,
8901414000360,Moong Dal,Bikano,,
8901414000377,Watkhat Nimbu Lemon Hit,,,
8901414000384,Bikano Moong Dal,,,
8901414000438,Navratan mixture 1 kg,Bikano,,
8901414000483,nan,,,
8901414000490,nan,,,
8901414000513,Bikano Dry Petha 400 G,,,
8901414000551,Bikano soan papdi 250g,Bikano,,
8901414000636,Crunchy Munchy masala masti,,,
8901414000650,Bikano bikaneri bhujia 1kg,,,
8901414000674,Bikano Gathiya,Bikano,Закуски,
8901414000728,Moong dal,Bikani,,
8901414000766,Tasty — Spicy Coated Peanuts,Bikano,Закуски,
8901414000797,Bikano lajawab mixture 500g(16),,,
8901414000858,NAMKEEN,,,
8901414000872,Dal Moth,,,
8901414000896,Kaju Mixture,,,
8901414001015,Bikano Khus Syrup,Bikano,beverage preparations,
8901414001039,Synthetic Rose syrup,Bilcano,"Beverages and beverages preparations, Beverages, Bevrage and bevrage preparation, en:simple-syrups",
8901414001190,Moong Dal,Bikano,,
8901414001480,Bikano Rasgolla,,,
8901414001503,Bikano rasogolla,Bikano,,
8901414001510,Gulab Jamun,Bikano,,
8901414001527,soan papdi,,,
8901414001640,Bikano all time mixture 250g,,,
8901414001763,Agra gur gajjak,,,
8901414001879,Soan papdi,,,
8901414001961,Fruit Cake Rusk,Bikano,,
8901414002449,Peanut chikki,,,
8901414002494,bikano bhujia,Bikano,,
8901414002555,Bikano boondi,Bikano,Закуски,
8901414002760,Premium Jeera Cookies,,,
8901414003057,Bikano patisa,Bikano,,
8901414003279,Tasty Spicy coated peanuts 1kg,,en:peanuts,
8901414003286,Khatta Meetha Mix,Bikano,,
8901414003392,Premium marble cookies,,,
8901414003538,Suji Rusk,,,
8901414003910,Kaju dhoda burfi,,,
8901414004337,Omar Rahimi,brand,Categories,
8901414004344,bikaneri bhujia,,,
8901414004375,All time mixture,Biicano,,
8901414004405,Winter special Badam pista gur chikki,,,
8901414004450,nan,,,
8901414004467,Bikaneri Bhujia,Bikano,,
8901414004474,Navaratan Mixture,Bikano,,
8901414004481,Spicy Coated Peanuts,Bikano,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Peanuts,Namkeen",
8901414004566,All Time Mixture,Bikini,,
8901414004689,8901414004689,,,
8901414004726,Moong dal,,,
8901414004733,Moong Daal,Bikano,,
8901414004986,Mixture,,,
8901414005334,Boondi,Bikano,,
