barcode,product_name,brands,categories,ingredients_text
8906002130016,Toor dhal,,,
8906002130054,Udhaiyam moong Dhall,,,
8906002130351,Upma rava,udhaiyam,,
8906002131198,UDHAIYAM toor dal,udhaiyam,,
8906002131204,fried gram,udhaiyam,,
8906002133871,nan,,,
8906002240364,Groats,Unknown Brand,,
8906002340040,Stone Ground Wheat Flour Atta,Rajdhani,,
8906002340064,Dalia,,,
8906002340279,Rajdhani suji 1 kg,Rajdhani,Sooji,
8906002342587,Sooji,,,
8906002348541,Matar safed,Rajdhani,,
8906002413461,Dr. Wash,,,
8906002482054,Snikers value pack of 3 45g each,,,
8906002482856,Adult Chicken & Vegetables Adult 1KG,Pedigree,"Non food products,Open Pet Food Facts,Pet food,Dry pet food",
8906002482924,Pedigree,Pedigree,Open Pet Food Facts,
8906002482948,Adult Meat And Rice,Pedigree,"Non food products,Open Pet Food Facts",
8906002483204,Pedigree 2.8 kg pink,Unknown Brand,"Open Pet Food Facts,Dry Dog Food",
8906002485000,pedigree puppy food 5.5kg,,,
8906002485475,Chappi,,,
8906002485925,M and M,Mnm,Candy,
8906002487370,Boomer Jelly,,,
8906002488193,boomer,Pepsi,,
8906002488490,doublement,,,
8906002488520,doublemint,Wrigley s,,
8906002488766,nan,,,
8906002489480,Extra,,,
8906002520411,Raja marie biscuits,Raja,biscuits,
8906002520466,Thin Arrowrot,Raja,,
8906002525430,ZKhusboo,,,
8906002527076,nan,,,
8906002528257,nan,,,
8906002528318,raja swing biskut,,,
8906002528554,nan,,,
8906002528578,Nero water 1ltr,,,
8906002660537,KLF,,,
8906002660544,klf coconut oil,,,
8906002660704,Coconad Edible Coconut Oil,KLF (https://coconutboard.nic.in/),"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Fruit and fruit seed oils, Coconut oils",
8906002660728,Coconad,KLF,,
8906002661022,Coconut Milk Powder,KLF,,
8906002661169,Coconut milk coconãd,,,
8906002661374,Huile de coco,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits, Huiles de coco",
8906002661381,Nirmal Virgin Coconut Oil,,,
8906002661466,nan,,,
8906002662050,Coconut Sugar,KLF,,
8906002663323,Sesame Oil,Tilnad,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Fats, Cereals and their products, Vegetable fats, Vegetable oils, Cereal oils, Sesame oils",
8906002666041,KLF coconad Desiccated Coconut,KLF,Grated coconut,
8906002730018,Instant Gulab Jamun mix,Chitale Foods,"Cooking helpers, Dessert mixes, en:cakes",
8906002730025,Chitale Foods Instant Gulab Jamun Mix,Chitale Foods,"Cooking helpers, en:dessert-mixes",
8906002730117,chitale instant khaman mix,chitale,,
8906002730124,Instant Khaman Mix,,,
8906002730216,Instant Idli Mix,,,
8906002730223,Instant Idli Mix,Chitale,,
8906002770182,cothas vanila milkshake,,,
8906002770229,Cold coffee bon bon,Cothas,Drink,
8906002770366,Coffee,Cothas,,
8906002770632,Filter Coffee Decoction,Cothas,,
8906002770694,Mini classic cold coffee,,,
8906002912223,Calcutta Pan,Bullion,,
8906002940028,Besan,pan,,
8906002975372,mouth freshener,,,
8906002979080,Mouth Freshner,,,
8906002979158,Mouth Freshener,,en:candies,
8906002982004,ankursalt,Unknown Brand,,
8906002990153,Gharrkul Mutton Masala,Gharrkul,Masala,
8906002991068,mix garam masala,Gharkul,Spice Mix,
8906003050016,nan,,,
8906003071394,Jira butter,Milkmade,Butter,
8906003071691,Multi grain bread,,,
8906003071943,nan,,,
8906003101350,Bikaneri Bhujia,Shree ram,,
8906003103385,nan,,,
8906003103491,Shri Ram red,,,
8906003103767,Shri Ram cornflakes 350g,,,
8906003105044,nan,,,
8906003150716,Powergesic MR 100 Tablets,,,
8906003202576,nan,,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Green teas,Green tea",
8906003202743,Sargam Garden Fresh Tea,Duncans,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas",
8906003204549,Double Diamond,250 g,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas",
8906003209742,Gold Cup,Duncans,"Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Instant beverages, Instant coffees, Instant coffee without sugar",
8906003210014,Sula brut,Drink,,
8906003210601,Shiraz 2022,Sula Vineyards,"Rotwein,Weine",
8906003210649,"Vin rouge indien &quot;Shiraz&quot; (13,5% d'alcool)",,,
8906003210731,Zinfandel Rosewein,Sulawesi Vineyards,Getränke,
8906003310264,Jasmine,Jasmine,,
8906003381066,Honig,little bee,,
8906003381431,Honey maple syrup,Little bee,,
8906003381714,Organic Raw Honey,Little Bee,Raw honey,
8906003382230,Ruche d'or,,en:honeys,
8906003382254,Miel pur d'abeille,Ruche d'Or,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Produits de la ruche,Produits d'élevages,Édulcorants,Miels",
8906003383060,ruche d'or,Ruche d’or,"Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys",
8906003383411,8906003383411,Ruche d'or,,
8906003510091,Chatpata,,,
8906003510114,nan,,,
8906003511388,Jalani Jaljira,Jalani,Herbs and spices,
8906003511524,Nimbu Pani,Jalani,beverage preparations,
8906003511722,Jalani Pudina Aam Paani,,,
8906003511746,Aam Panna,Jalani,,
8906003511906,nan,,,
8906003514181,Pani puri magic,,,
8906003514204,KHAJURI IMLI CHUTNEY,,,
8906003554040,Arocafe,,,
8906003650094,chilli powder,swastik,,
8906003650162,Haldi powder,swastik,,
8906003650186,swastik haldi powder,swastik,,
8906003656089,Three Mango Tomato Pickle,Three Mango,"tomato pickle,Plant-based pickles",
8906003926557,noodles,,en:noodles,
8906003926649,Zing Munchy Masala POTATO CHIPS,Zing,en:potato-crisps,
8906003927080,nan,,,
8906003927875,Kishlay,Kishlay,Snacks,
8906003950163,orange squash,new lalli's,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages",
8906003950378,nan,,,
8906003982256,nan,,,
8906003982331,MEAT masala,,,
8906004264696,Uhshssh,Hbb,,
8906004341724,Bazooka,Premium Deluxe whisky,Whisky,
8906004390487,Sikkim,,,
8906004560101,nan,,,
8906004560149,nan,,,
8906004560163,Chips,,,
8906004560262,nan,,en:crisps,
8906004560422,nan,,,
8906004560514,Chulbule Chatpata Masala,Chulbule,Snacks,
8906004560767,nan,,Greean,
8906004561047,nan,,,
8906004561054,nan,,,
8906004561061,nan,,,
8906004561078,Peanut Snacks,Yellow Diamond,snacks,
8906004561375,nan,,,
8906004561665,Classes penuts,,,
8906004561818,RINGS,,"Snacks, Sweet snacks, Confectioneries, ABCDEF",
8906004561894,nan,,Veg,
8906004561917,nan,,,
8906004562051,nan,,,
8906004562518,nan,,,
8906004562877,cullbulle,diamond,,
8906004562884,Chulbule,yellow diamond,Snacks,
8906004562952,nan,,,
8906004563133,Diamond 7 Wonders Lentil Crackers,7 Wonders,crisps,
8906004563270,nan,,,
8906004563454,YD potato chips,,en:potato-crisps,
8906004563478,YD magic masala chips,,,
8906004563539,Pipes - Salted Crunch,Yellow Diamond,en:crisps,
8906004563577,8906004563577,yellow diamond,,
8906004563591,nan,,en:appetizers,
8906004564376,Diamond tomato,,,
8906004564710,Piri Piri Chips,Yellow Diamond,,
8906004564741,Chips Piri Piri Flavour,Yellow Diamond,,
8906004565175,nan,,,
8906004565342,Spicy Korean Chips,Diamond,en:crisps,
8906004565366,nan,,,
8906004565373,Yellow Diamond sizzling cheese,Yellow Diamond,Chips potato,
8906004565830,Puff Peanut Butter Flavour,7 Diamonds,,
8906004565847,PUFF,7 Diamonds,,
8906004565854,Pea Protein Puffs,7Diamonds,,
8906004565861,PUUFF,7 Diamonds,,
8906004565953,Puffcorn Cheese Flavour,Diamond,,
8906004565960,Katori Tomato Flavour,Yellow Diamond,,
8906004566042,nan,,,
8906004620171,Dhara groundnut oil,Dhara,,
8906004620188,Filtered peanut oil,,,
8906004620256,Kachi Ghani Mustard Oil,Dhara,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Mustard oils",
8906004620263,Thara kachi Ghandi oil,Unknown Brand,,
8906004620287,mustard oil,Dhara,Mustard oils,
8906004620379,Dhara,,,
8906004620485,Dhara Refined Sunflower oil 5l,Dhara,Sunflower oils,
8906004620560,nan,,,
8906004620782,DHARA RICE BRAN OIL,,,
8906004621505,dhara oil,dhara,,
8906004650024,Matta rice,,,
8906004650925,Matta Rice,Pavizham,,
8906004652653,Vadi Matta,Pavizham,,
8906004654534,Jaggery Powder,Pavizham,,
8906004750021,Rossogolla,,,
8906004971044,Milk food rich ghee,,,
8906004986079,nan,,,
8906005060013,Cocojal tn,,,
8906005060020,cocojal mango,cocojal,beverages,
8906005060044,cocojal pineapple,,,
8906005110626,Sales De Rehidratacion Oral,Unicure,,
8906005111951,MEPEN-250 Mefenamic acid Tablets BP 250 mg,,,
8906005183330,Jaggery Powder,,,
8906005274120,nan,,,
8906005340184,banana chips,relish,fr:chips,
8906005382764,Farine de blé entier wheat flour,Madam,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Farines de blé",
8906005450890,Bikaji Bhel,,,
8906005454034,KPL Shudhi gingelly oil 500 ml bottle,,,
8906005500038,Bhujia,,Snacks,
8906005500045,nan,,"Bikaner bhujia, en:appetizers",
8906005500052,Bikaneri bhujia,Bikaji,,
8906005500243,fatafat Bhelpuri,Bikaji,,
8906005500397,Bikaji aloo bhujia 1kg,Bikaji,,
8906005500465,..,,,
8906005500526,Classic Salted Peanut S,Bikaji,,
8906005500755,khatta meetha tana-bana,,,
8906005500762,Khokha Bhujia,,,
8906005500854,Bhikaji sub kuch,,,
8906005500885,Bikaji navaratna mix,,,
8906005500892,Sub-Kuch Navratna Mix,Bikaji,en:appetizers,
8906005500991,Aloo Kulcha,,,
8906005501097,moong dal,BIKAJI,,
8906005501134,nan,,,
8906005501158,Coated peanut nut cracker,Bikaji,,
8906005501189,Coated peanuts (nut cracker),,,
8906005501219,nan,,,
8906005501271,Onion paratha,,,
8906005501295,All In one,Bikaji,,
8906005501356,Chana dal,,,
8906005501585,Mastkin,,,
8906005501769,Nashta samosa,,,
8906005501776,Mini Samosa,Bikaji,,
8906005501844,Chatpata matar,Bikaji,Fried green peas,
8906005502049,BIKAJI Gulab Jamun 1kg,Bikaji,,
8906005502063,rasgulla,bikaji,,
8906005502087,Red soya stick rs10,,,
8906005502155,Masala Boondi,Bikaji,,
8906005502209,..,,,
8906005502575,Papad,Unknown Brand,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains spéciaux, Pains plats, Pappadums",
8906005502636,Anjeer Dry Fruit,Bikaji,,
8906005502704,BIKAJI Gulab Jamun 500g,Bikaji,,
8906005502742,Bikaji falahari mix,1,,
8906005502896,8906005502896,,,
8906005502995,Gulab Jamun,Unknown Brand,,
8906005503008,Gulab jamun,Bikaji,Gulab jamun,
8906005503084,Sandbar,Nikki,,
8906005503190,Kesar Mawa Peda,Bikaji,,
8906005503268,Bikaji,,,
8906005503305,Paneer Schezwan Kathi Roll,Bikaji,,
8906005503336,Chat Papdi,,,
8906005503350,Methi Para,,,
8906005503596,Paneer Tikka Kathi Roll - Bikaji,Bikaji,,
8906005503725,BIKAJI Shahi Mixture,,,
8906005503770,Dal Tadka,Bikaji,,
8906005503794,Pani Puri,,,
8906005503831,Chana cracker,,,
8906005503930,nan,,,
8906005503947,Pav Bhaji,Bikaji,"Mashed vegetables,Indian mashed vegetables",
8906005504111,Soan Papdi,BIKAJI,,
8906005504241,Bikaji badam laccha rs140,,,
8906005504357,nan,,,
8906005504449,Pudina treat chips,Bikaji,,
8906005504456,Chips BIKAJI Cream & Onion CREAMY POTATO CHIPS,,en:potato-crisps,
8906005504524,Chips mast masala,,,
8906005504852,Chowpati bhelpuri,,,
8906005504869,Chowpati bhel,Bikaji,,
8906005505026,Tandoori Garlic Naan,,,
8906005505033,nan,,,
8906005505224,Chips Cream & onion,Bikaji,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps",
8906005505330,nan,,,
8906005505361,Kishmish Mix,Bikaner,,
8906005505446,Rasgulla,,,
8906005505453,Bikaji badam laccha,,,
8906005505460,nan,,,
8906005505576,Dahi Kebab,,,
8906005505798,Mini Bhakar Wadi,Bikaji,,
8906005505859,Bikaji soya sheekh kabab,,,
8906005505941,Punjabi Samosa,Bikaji,,
8906005506047,bikaji kaju katli,,,
8906005506276,Paneer Bhujia,Bikaji,,
8906005506719,Bikaji anokhe risty,,,
8906005506948,bikaji Chips cream and onion,bikaji,,
8906005506955,8906005506955,,,
8906005507075,bika ji,,,
8906005507143,Soanpapdi,,,
8906005507471,.,,,
8906005507846,nan,,,
8906005508072,Moong dal,,,
8906005508089,All In One Kuch Kuch,Bikaji,,
8906005508096,Nut cracker,Bikaji,"Snacks, Nut-based snacks, en:nuts",
8906005508102,tata power,,,
8906005508188,Khajoor Dry Fruit,Bikaji,,
8906005508218,Achari Masala Matthi,BIKAJI,,
8906005508249,Shakkar para,,,
8906005508850,nan,,,
8906005509130,Bikaji badam halwa,6 pcs,,
8906005509246,nan,,,
8906005509260,Kolkata Chana chur,Bikaji,,
8906005509277,Classic salted peanuts,,en:roasted-peanuts,
8906005509611,nan,,,
8906005509871,Shahi Paneer,Bikaji,,
8906005509888,Palak Paneer,Bikaji,,
8906005509963,Bikaji Bombay mix,Bikaji,,
8906005509970,nut crackers bikaji,,,
8906005530233,Huile de coco,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits, Huiles de coco",
8906005610317,Mini Toast Classic,Lite Bite,rusk,
8906005610706,Pineapple Cake,,,
8906005610737,Fruit Cake,,,
8906005610836,Winkies muffins,,,
8906005610867,winkls cake,,,
8906005611055,cream delite,winkies,choco cake with vanilla cream,
8906005611178,Lite bite,,,
8906005611192,nan,,Cakes,
8906005611291,nan,,,
8906005611413,nan,,Cakes,
8906005617095,Fruit Cake,,,
8906005618030,Winkies chocolate swiss roll,,Cake,
8906005618054,winkies layer orange cake 15g,,,
8906005618061,winkies layer choco cake 15g,,,
8906005618146,Winkies centre filled cake 30gm,,,
8906005618153,Winkies Choco Cake With Vanilla Filling,Winkies,,
8906005618177,marble cake,,Marble cakes,
8906005618238,nan,,Swiss roll,
8906005618351,Fruit cake sliced,,en:cakes,
8906005618498,English Tea Cake,Winkies,,
8906005618580,rich butter fruit cake,Winkies,,
8906005618603,Mini Swiss Roll (Choco-Vanilla) [10 Rs],Winkles,,
8906005618658,Bauli moonfils chocolate 45gm,,,
8906005618665,Bauli moonfils orange 45gm,,,
8906005618801,Bauli moonfils strawberry 45gm,,,
8906005618825,Bauli moonfils vanilla,,,
8906005618849,Bauli moonfils vanilla fv 45gm,,,
8906005621764,Coconut Oil,,,
8906005622266,pepper powder,mayil,,
8906005625038,Coffee Powder,Mayil,,
8906005625168,sesame ball,,,
8906005625779,Mixture ball,,,
8906005627155,Idli/Dosa Rice,Mayil,,
8906005627636,Rose Water,,,
8906005662095,Granulated instant coffee,,"Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Instant beverages, Instant coffees",
8906005665904,Narasu's Insta Strong,Narasu's,,
8906005666536,Madras Filter Coffee,,,
8906005666765,Sucre jagré,,,
8906005667588,nan,,,
8906005670045,nan,,Rajgeera in jaggery,
8906005670243,Charlie laddu,,,
8906005670250,Peanut Laddu,Charliee,,
8906005670274,Charlie mamara,Charliee,,
8906005670359,Butter Chakli,Charliee,,
8906005670427,Salted Peanuts,Charliee,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Snacks, Legumes, Salty snacks, Nuts and their products, Nuts, Peanuts, Salted nuts, Salted peanuts",
8906005670700,nan,,,
8906005670755,nan,,Snacks,
8906005670809,nan,,,
8906005671028,Masala Banana Chips,Charliee,,
8906005671332,SALTED YELLOW BANANA CHIPS,Charlie,,
8906005671400,Rajgira Chikki Bar,Charliee,Peanut bars,
8906005671646,CORN CHips,Charlie,,
8906005671653,RAGI CHIPS,Charlie,,
8906005671660,TOMATO STICKS,Charlie,,
8906005671677,SOYA STICRS,Charlie,,
8906005671691,EXTRUDED SOYA SNACKS,Charlie,,
8906005672780,Haldi Chana,Charliee,,
8906005729897,Chill Coriander Khakhara,,,
8906005815200,Royal Palms Kimia Dates,Royal Palms,dates,
8906005910042,Aakash 350g,,,
8906005910103,Aakash Ratlami Sev,Aakash,snacks,
8906005910370,nan,,Coated peanuts,
8906005910561,Punjabi Tadka,Akash Namkeen,,
8906005911124,Sohan papdi,,,
8906005911131,nan,,,
8906005911360,Chana dal,Aakash,,
8906005912343,nan,,,
8906005912565,Aakash Potato Bite,Aakash,snacks,
8906005912893,nan,,,
8906005913425,nan,,,
8906005913456,Akash peanut,Unknown Brand,,
8906005913715,Makhana - Roasted Indori Masala Flavour,Aakash,,
8906005914545,Aakash Bhel,,,
8906005916884,nan,,,
8906005917171,nan,,,
8906006050778,Vijay Puliyogre,,,
8906006051201,Bejar flour,Unknown Brand,,
8906006051362,Vijay maze flour,Unknown Brand,,
8906006170025,nan,,,
8906006170087,Khatta Meetha,O'yes,,
8906006170148,Rice Puffs,O’Yes,,
8906006170155,O'Yes Khatta Meetha Delicious Puffs,Quick Eats,,
8906006170308,Manchurian Puffs,O'yes,,
8906006170339,Manchurian Puffs,Oyes,,
8906006170711,O'Yes,,,
8906006171503,Oyes,,puffed wheat,
8906006180352,Cookwell Custard Powder Vanilla Flavour,Cookwell,,
8906006181618,dry mango powder,CookWell,,
8906006181625,CookWell Sabja seeds,CookWell,basil seeds,
8906006299542,Kottu Barotta,,,
8906006310131,Jeera Masala,,,
8906006310223,Pinch Jeera Masala,Pinch,Beverages,
8906006330030,nan,,Oil,
8906006330054,Gemini refined sunflower oil,Unknown Brand,"Gemini sunflower oil, en:sunflower-oils",
8906006330139,Nature fresh refined soyabean oil,Nature Fresh,"oils,Soybean oils",
8906006330184,Gemini soybean oil,,en:milk-substitutes,
8906006330276,nan,,Sunflower oils,
8906006330375,Swikar refind sunflower oil,,,
8906006330412,Rath Vanaspati,Rath,Oils,
8906006330665,Gemini groundnut oil,Gemini,,
8906006330726,Natural fresh Acti-lite refined soybean oil,refined soybean oil,,
8906006333321,nan,,,
8906006430594,All Out Ultra,All Out,"Open Products Facts,non food products",
8906006510630,Butter Chicken Masala,S.R.R.,,
8906006515888,nan,,,
8906006522824,nan,,,
8906006525504,Top Start,,,
8906006532403,Cashews Cheese,DCC,Cashew nuts,
8906006640023,Relifspray,,,
8906006640054,Relispray100 ml,,,
8906006640078,Relispray,,,
8906006720084,Milk,,,
8906006720114,Qyno Dates,Lion,en:dates,
8906006720237,nan,,,
8906006720329,Kashmir Honey,Lion,Honeys,
8906006720343,Lion honey,Lion,,
8906006720350,Australian Oats,Lion,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Oat",
8906006721876,nan,,,
8906006722057,nan,,,
8906006722187,Dates,Lion,en:dates,
8906006722781,nan,,,
8906006723023,Dates Jam with mango,,,
8906006750197,nan,,,
8906006752689,Malto Vitaa Chocolate Satisfaction,Milkose,,
8906006781016,nan,,Ketchup,
8906006781351,nan,,,
8906006782082,nan,,"Plant-based foods and beverages,Plant-based foods,Plant-based spreads,Chutneys",
8906006783065,Surabhi - no onion no garlic original tomato Ketchup,,Tomato Ketchup,
8906006783331,nan,,,
8906006783515,Classic tomato ketchup,Surabhi,,
8906006783591,nan,,Tomato ketchup,
8906006783614,Tomato ketchup,Unknown Brand,Surbhi,
8906006784475,Surbhi veg hakka,,,
8906006784680,nan,,Food,
8906006786394,Ginger Garlic Paste,Surabhi,kitchen helpers,
8906006787353,nan,,stir fry sauce,
8906006787582,nan,,,
8906006787988,Surabhi Mango Pickle,Surabhi,"mango pickle,pickles",
8906006789890,WINN Soy Sauce,,,
8906006850835,Black currant ice-cream,,,
8906006850897,Three Cheers Chocolate,Baskin Robbins,,
8906006850903,Black Currant Ice Cream,Baskin Robbins,,
8906006851108,nan,,Food,
8906006852082,Red Velvet Ice Cream Cake Slice,Baskin Robins,,
8906006852129,Very Berry Strawberry Ice Cream,Baskin Robbin’s,,
8906006852297,Mississippi Mud,Baskin Robbins,,
8906006852457,Mississippi Mud Ice Cream,Baskin Robbins,,
8906006852464,Honey Nut Crunch Ice Cream,BR,,
8906006852709,Alphonso Mango Ice cream,Baskin Robbins,ice cream,
8906006852891,Vanilla Chocolate,Baskin Robbins,,
8906006853119,Baskin Robbins Flavored Milk Vanilla Milkshake,"BR,Baskin Robbins","Beverages and beverages preparations,Beverages,Dairies,Dairy drinks,Flavoured milks,Milkshakes",
8906006853867,Sweet cream vanilla,,,
8906006854031,Chocobar chocoholic,The brooklyn creamery,,
8906006854758,Funwich - Choco Vanilla,Baskin Robbins,,
8906006854901,The Brooklyn Creamery Vintage Vanilla Giant Cookie Sandwich,The Brooklyn Creamery,Snacks,
8906006854918,Chocoholic,Brooklyn Creamery,,
8906006855014,Ice Cream Rocks Cotton Candy,Baskin Robbins,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams",
8906006855335,Funwhich - Butterscotch & Caramel,Baskin Robbins,,
8906006855458,Top Notch Butterscotch Ice Cream,Baskin Robbins,,
8906006855472,Doublet Bar Choco Fudge,Baskin Robbins,,
8906006940550,nan,,,
8906006951402,Garam masala,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Mélanges d'épices",
8906006951921,Ginger Garlic Paste,,,
8906007131643,skore time less,,,
8906007200622,mucopain,,,
8906007202404,Chamomile,KamoCare,,
8906007240031,ELite Chakki,,,
8906007250580,Elite Roasted Ragi powder,Elite,Ragi,
8906007250870,Chakki,,,
8906007280013,nan,,,
8906007280020,Fortune oil,Unknown Brand,refined oil,
8906007280037,Fortune Soya Health Refined Oil,Fortune,"Soybean oils,soyabean oil",
8906007280044,Fortune Oil,,,
8906007280068,Fortune Soya bean 5ltr,,,
8906007280228,nan,,,
8906007280310,fortune sun lite sunflower oil 15 litre,fortune,Sunflower oils,
8906007280655,Fortune cotton seed oil,Fortune,,
8906007280716,Fortune rice bran 5ltr,,,
8906007280990,Fortune mustard oil 5ltr,,en:mustards,
8906007281089,nan,,,
8906007282475,Fortune super basmati rice 1 kg,,,
8906007283106,Soya Granules,Fortune,,
8906007283113,nan,,,
8906007283205,Fortune biryani spe basmati rice 1 kg,,en:rice-dishes,
8906007284042,KINGS REFINED SOYABEAN OIL 1L,,,
8906007285025,Besan (Chana),Fortune,,
8906007287012,Fortune Everyday rice full grain 1 kg,,,
8906007287029,fortune every day basmati rice full grain,fortune,,
8906007287258,Jubli regular lng grn rice 1 kg,,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices",
8906007287883,Fortune rozana basmati rice 1 kg,,,
8906007287890,Fortune bsmt Rozana dbr 5kg,,,
8906007288095,nan,,,
8906007288408,Fortune dubar basmati rice,Fortune,,
8906007289085,Fortune ata 5kg,Fortune,en:biscuits,
8906007289146,aata,fortune,,
8906007289504,Fortune biryani classic prim basmati rice 1 kg,,,
8906007292146,Mk Soya Chunks,MK,soya,
8906007610018,nan,,,
8906007610094,nan,,,
8906007611602,Kreamy magic,Kwality,Cream pav,
8906007670111,jovees Herbal,,,
8906007675451,Jovees cream,,,
8906007701013,Nacho Chips Creamy Cheese,Tex Mex,,
8906007701105,nan,,,
8906007750462,nan,,Paste,
8906007780018,Vikram Kadak Dust Tea,Vikram,teas,
8906007780056,Vikram Kadak Dust Tea,Vikram,teas,
8906007830287,Habit Sweet Corn,Habit,Sweet corn,
8906007830904,Original Barbecue Sauce,Habit,,
8906007950008,Raisins,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Raisins",
8906007950022,Mix Seedless grapes,,,
8906007971201,nan,,,
8906008049008,white rose essence,,,
8906008134445,Super Tower Gulkand,Quality,,
8906008201345,nan,,,
8906008231854,FRIENDS ADULT DIAPER M 2 PICES,FRIENDS,,
8906008233254,FRIENDS ADULT DIAPERS  L,FREINDS,,
8906008309669,Flamingo maternity belt L,,,
8906008350036,Manna Health Mix 1KG,,,
8906008350043,HEALTH MIX,Manna,,
8906008350470,Oats,Manna,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Rolled oats",
8906008350630,ragi rich baby cereal,manna,Baby foods,
8906008350692,Soya nuggets,,,
8906008350784,Multi Millet Atta,Manna,,
8906008350890,Rolled Oats,Manna,,
8906008351088,banana rich,,,
8906008351248,dates rich,Manna,Baby foods,
8906008351392,Kodo millet,Manna,,
8906008351507,Banana Powder,Manna,,
8906008351620,Barnyard Millet,Manna,,
8906008351651,Proso millets,Unknown Brand,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Millet, Proso millet",
8906008351811,Millet Bytes by Manna - Multigrain Shottz,,,
8906008351859,Millet Khichdi,,,
8906008420319,nan,,,
8906008422917,Lens cleaner,Aqua lens,,
8906008422962,nan,,,
8906008440171,Murena gajak 500g,Mahalaxmi,"Proposed-for-deletion, Wrong-barcode-duplicates",
8906008450897,Skin whitening,VLCC,en:open-beauty-facts,
8906008452846,Almond under eye cream,VLCC,Open Beauty Facts,
8906008458817,vlcc body lotion 350ml,,,
8906008459456,nan,Unknown Brand,,
8906008570144,nan,,Falvoured essence with good smell,
8906008630046,Parivar Tea,Sapat,"Beverages and beverages preparations, Beverage preparations, Tea leaves, en:teas",
8906008630077,nan,,,
8906008630305,Parivar Sugar,Parivar,sugar,
8906008630503,Relaxing cardamom chai,,,
8906008674262,Low Fat Paneer,Vatan Se,,
8906008680645,Chicken Burger Patty,SFP,,
8906008810837,Fortune khichdi,,,
8906008811216,Fortune Rawa Semolina,Fortune,Wheat semolinas,
8906008811223,Fortune Rawa Semolina,Fortune,Wheat semolinas,
8906008811391,nan,,,
8906008811421,Mustard Oil,King's,Mustard oil,
8906008811483,Fortune Sugar,,,
8906008811568,maida,fortune,,
8906008811605,nan,,,
8906008812008,nan,,,
8906008812138,Refined Sunflower Oil,,,
8906008812237,fortune chana sattu,fortune,sattu,
8906008812824,Fortune poha thick 500 g,,,
8906008813852,Charminar select rice,kohinoor,,
8906008813869,Charminar kohinoor rozana 5kg,,,
8906008813913,Charminar select,kohinoor,,
8906008814033,hgg,,,
8906008814040,Extra Long Basmati Rice,Kohinoor,,
8906008814095,Kohinoor ex lng basmati rice 1 kg,,,
8906008814385,Raaa gold ( R.oil ),,,
8906008815214,Masoor dal 500,,,
8906008815511,poha,fortune,,
8906008815993,Fortune rice bran oil 3ltr,,,
8906008817034,classic gold,fortune,,
8906008817041,super basmati rice,fortune,,
8906008818048,nan,,,
8906008818161,Fortune soya,,,
8906008818222,long grain rice,fortune,,
8906008818611,Fortune refined soyabean oil,Fortune,,
8906008848106,Mon café,,,
8906008970111,Evita Popcorn,Evita,Salted popcorn,
8906008971187,evi,,,
8906008990010,Essence vanille,Nandi's Fun Food,en:vanilla-extract,
8906008990416,colorant,,,
8906009010137,parrjs sweet Care,,,
8906009010854,Gold Premium Brown Sugar,Parry’s,"Sweeteners,Sugars,Brown Sugar",
8906009011004,Parry's Pure Refined - Sugar Sulphur Free Process,Parry's,sugar,
